Transect 2.4   Atwell Gulch_108,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
3772,753.03,29,3,0.59,3.6,2,2.3,2.1,2.3,,tag 17cm NNE,,,,,,,,,753.03,,
3773,753.04,29,3,0.59,3.6,1.2,1.6,1.1,1.9,,tag 7cm NE,,,,,,,,,753.04,,
3882,753.05,29,3,0.59,3.6,1.2,1.1,0.7,1.1,,tag 17 cm W of plant,,,,,,,,,753.05,,
907,711,29,3,0.37,3.9,3.5,7.1,0,0,3,"16cm towards rebar, tag 21cm NW", dead with 3 minis,,,,,,,,711,0,0
908,711.01,29,3,0.37,3.9,,,,,,"closest to tag, 5cm from nail, tag 7cm NW",,,,,,,,,711.01,0,0
909,711.02,29,3,0.37,3.9,2.5,2.8,2.1,3.1,,"2 cm NNW of primary; clockwise from nail, tag 13cm WNW; N",,,,,,,,,711.02,0,0
910,711.03,29,3,0.37,3.9,4.5,4.9,4.2,6,,"10cm N; 9cm N of primary, clockwise, tag 15.5cm  W",,,,,,,,,711.03,0,0
911,711.04,29,3,0.37,3.9,1.9,1.5,2.2,1.8,,"clkw, adjacent to .3; 10cm N, adjacent .5, farthest of 3 8cm N of primary at 1o'c, tag 13.5cm W farthest; 12.5 W",,,,,,,,,711.04,0,0
912,711.05,29,3,0.37,3.9,1.6,1.1,1.4,1.2,,"clkw, 4.5 cm from primary; clockwise, 4:00 from primary, tag 12.5cm W; 11 W",,,,,,,,,711.05,0,0
913,711.06,29,3,0.37,3.9,,,,,,"4cm E of primary; clockwise,8cm N of primary @2o'c, tag 14cm W",,,,,,,,,711.06,0,0
914,711.07,29,3,0.37,3.9,,,,,,"clkw, 1.5cm from primary; clockwise, 8cm N of primary @2o'c, closest to primary, tag 15.5cm W",,,,,,,,,711.07,0,0
915,711.08,29,3,0.37,3.9,2,2.4,1.8,3.4,,"clkw, 7.5cm from primary; 1.5cm from primary @5o'c, tag 30cm NW",,,,,,,,,711.08,0,0
916,711.09,29,3,0.37,3.9,0,0,0,0,,"adjacent to .08; clockwise; 7.5cm from primary, 16cm SE, tag 32.5cm NW-correct",,,,,,,,,711.09,0,0
917,711.1,29,3,0.37,3.9,2.6,4.4,2.5,5.1,,"clkw, 1cm from primary; adjacent to previous, 2cm@7o'c, tag 41.5cm NW",,,,,,,,,711.1,0,0
918,711.11,29,3,0.37,3.9,1.7,3.5,1.7,3.7,,"12cm W of primary; clockwise, 1cm from primary, 11o'c from tag, around primary 10:00, tag 47cm NW",,,,,,,,,711.11,0,0
2312,711.12,29,3,0.37,3.9,,,,,,,,,,,,,,,711.12,0,0
2313,711.13,29,3,0.37,3.9,,,,,,6:00 20 cm,,,,,,,,,711.13,0,0
2314,711.14,29,3,0.37,3.9,,,,,,7:00 8 cm,,,,,,,,,711.14,0,0
2315,711.15,29,3,0.37,3.9,,,,,,,,,,,,,,,711.15,0,0
3078,711.16,29,3,0.37,3.9,0,0,0,0,,tag 13 S,,,,,,,,,711.16,0,0
3079,711.17,29,3,0.37,3.9,0,0,0,0,,tag 12 NW,,,,,,,,,711.17,,
3416,711.18,29,3,0.37,3.9,,,0,1.2,,tag 41W,,,,,,,,,711.18,,
3417,711.19,29,3,0.37,3.9,0,0,0,0,,tag 17 NW,,,,,,,,,711.19,,
3600,711.2,29,3,0.37,3.9,0,0,0,0,,tag 24cm W,,,,,,,,,711.2,,
3599,711.2,29,3,0.37,3.9,,,,,,tag 20cm NW,,,,,,,,,711.2,,
3883,711.21,29,3,0.37,3.9,1.3,1.3,1.6,1.6,,tag 24 cm W of plant,,,,,,,,,711.21,,
3884,711.22,29,3,0.37,3.9,1.7,0.9,1.4,1,,tag 10 cm WSW of plant,sick,,,,,,,,711.22,,
3885,711.23,29,3,0.37,3.9,0.6,0.9,0,0,,tag 26 cm NW of plant,dead,,,,,,,,711.23,,
919,708,29,3,0.5,4.15,5,6.1,4.5,6.7,,tag 10 N,,,,,,,,,708,0,0
920,899,29,3,0.66,4.35,0,0,0,0,,"dead, 14cm NW of tag; furthest from rebar, 14cm NW of tag, sickly",,,,,,,,,899,0,0
921,899.01,29,3,0.66,4.35,,,,,,"7.5cm SW of tag; 7.5cm SW of tag, Tag 12cm NE",,,,,,,,,899.01,0,0
922,899.02,29,3,0.66,4.35,,,,,,"adjacent W of .01; adjacent W of .02, tag 11cm NE",,,,,,,,,899.02,0,0
923,899.03,29,3,0.66,4.35,,,,,,"6cm SSW of .01; SSW 6cm of .01, tag 10.5cm NE",,,,,,,,,899.03,0,0
924,899.05,29,3,0.66,4.35,0,0,0,0,,"20cm S of tag; 20cm S of tag, dying, hole, tag 21cm NE",,,,,,,,,899.05,0,0
925,899.06,29,3,0.66,4.35,,,,,,"between .01 and .05; between .05 and .01, tag 13.5cm N",,,,,,,,,899.06,0,0
926,899.07,29,3,0.66,4.35,2.3,3.6,2.1,3.9,,"W of .01, under rock, tag 22cm NNW",,,,,,,,,899.07,0,0
927,899.08,29,3,0.66,4.35,,,,,,"W of .07, closest to .01, tag 25cm NNW",,,,,,,,,899.08,0,0
2310,899.09,29,3,0.66,4.35,6.2,6.3,4.9,7.1,,tag 23cm NW,,,,,,,,,899.09,0,0
3418,899.1,29,3,0.66,4.35,1.2,1.4,1.5,1.6,,tag 27 NW,,,,,,,,,899.1,,
3419,899.12,29,3,0.66,4.35,,,,,,tag 22cm NE,,,,,,,,,899.12,,
3886,899.13,29,3,0.66,4.35,1.6,0.6,1.3,0.6,,tag 17 cm NNE of plant,brown,,,,,,,,899.13,,
4040,899.14,29,3,0.66,4.35,,,2,2.3,,tag 30cm W,,,,,,,,,899.14,,
928,860,29,3,0.21,4.4,5.6,6.2,5.1,6.2,,"N of tag, tag 9.5cm S",,,,,,,,,860,0,0
929,860.01,29,3,0.21,4.4,4.9,4.6,3.5,5.2,,SE of tag tag 9cm WNW,,,,,,,,,860.01,0,0
3098,857,29,3,0,4.45,3.8,4.8,3.2,5.5,,10 cm N of plant,pale,,,,,,,,857,,
2566,762,29,3,23,4.63,0,0,0,0,,10 cm S of tag,tag not found,,,,,,,,762,0,0
4041,1171,29,3,0.44,5.19,,,1.1,1,,tag 11cm N,,,,,,,,,1171,,
930,892,29,3,1,5.85,7.8,6.7,6.8,7.4,3,close to 855; tag 11cm NNW,,,,,,,,,892,0,0
3602,892.02,29,3,1,5.85,1.5,0.9,0,0,,tag 20.5cm NW,,,,,,,,,892.02,,
3601,892.02,29,3,1,5.85,0,0,1.2,1.1,,tag 15cm NE,,,,,,,,,892.02,,
3603,892.03,29,3,1,5.85,0,0,0,0,,tag 20.5cm NW,,,,,,,,,892.03,,
3604,892.04,29,3,1,5.85,0.9,0.7,1.1,0.7,,tag 22cm NE,,,,,,,,,892.04,,
3774,892.05,29,3,1,5.85,0,0,0,0,,tag 23.5cm NNE,,,,,,,,,892.05,,
3775,892.06,29,3,1,5.85,2.3,1.4,1.3,1.3,,tag 19 NE,,,,,,,,,892.06,,
3776,892.07,29,3,1,5.85,1.4,0.6,1.2,1.2,,tag 21 NE,,,,,,,,,892.07,,
3777,892.08,29,3,1,5.85,2.3,1.2,1.1,1.2,,tag 22NE,,,,,,,,,892.08,,
3887,892.09,29,3,1,5.85,1.4,1,1.2,1.2,,tag 27 cm NE of plant,,,,,,,,,892.09,,
4042,892.1,29,3,1,5.85,,,0.9,0.7,,tag 16cm NE,,,,,,,,,892.1,,
4043,892.11,29,3,1,5.85,,,1.4,0.6,,"tag 18.5 cm E, in grass",,,,,,,,,892.11,,
NEW,,29,3,,,,,,,,,,,,,,,,,,,
NEW,,29,3,,,,,,,,,,,,,,,,,,,
NEW,,29,3,,,,,,,,,,,,,,,,,,,
NEW,,29,3,,,,,,,,,,,,,,,,,,,
NEW,,29,3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 4   Pond,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
976,786,30,4,0.07,0.45,,,0,0,,,not found,,,,,,,,786,0,0
3420,786.01,30,4,0.07,0.45,,,0,0,,tag 8.5cm S,dead,,,,,,,,786.01,,
977,706,30,4,0.55,0.52,4.3,6.4,5,6.6,,tag 14cm WSW,,,,,,,,,706,0,0
1466,706.01,30,4,0.55,0.52,,,1,1.9,,tag 17cm WNW,,,,,,,,,706.01,0,0
2317,706.02,30,4,0.55,0.52,,,0,0,,tag 18cm WNW,not found,,,,,,,,706.02,0,0
2318,706.03,30,4,0.55,0.52,,,,,,,,,,,,,,,706.03,0,0
2319,706.04,30,4,0.55,0.52,2.7,5.4,0,0,,tag 23.5cm W,,,,,,,,,706.04,0,0
3888,706.05,30,4,0.55,0.52,0.8,0.6,1.2,0.9,,tag SSW 9 cm,,,,,,,,,706.05,,
3889,706.06,30,4,0.55,0.52,0.9,0.8,1.3,0.9,,tag SW 9.5 cm,,,,,,,,,706.06,,
3890,706.07,30,4,0.55,0.52,1.3,0.9,1.4,1,,tag SW 15 cm,,,,,,,,,706.07,,
4044,706.07,30,4,0.55,0.52,,,1,0.7,,tag is 7cm N,,,,,,,,,706.07,,
979,721,30,4,0.55,0.52,0,0,0,0,,tag 9cm WSW,,,,,,,,,721,0,0
978,777,30,4,0.55,0.52,,,0,0,,tag 17cm WNW,dead,,,,,,,,777,0,0
975,719,30,4,-0.11,1.1,0,0,0,0,,"closer to rebar, .01 away fr rebar under rock dead, tag 13cm SW",dead,,,,,,,,719,0,0
2565,719.01,30,4,-0.11,1.1,0,0,0,0,,"away from rebar, under rock",not found,,,,,,,,719.01,119,0
974,720,30,4,0.66,1.2,,,,,,,,,,,,,,,720,0,0
2320,720.01,30,4,0.66,1.2,,,0,0,,11 cm NW of tag,dead,,,,,,,,720.01,0,0
2321,720.02,30,4,0.66,1.2,,,0,0,,SW of .01,dead,,,,,,,,720.02,0,0
2322,720.03,30,4,0.66,1.2,,,0,0,,W of .01,not found,,,,,,,,720.03,0,0
973,830,30,4,0.19,1.45,,,,,,"Mini 6cm N of tag, next furthest NW from tag",,,,,,,,,830,0,0
2558,830.03,30,4,0.19,1.45,,,,,,farthest NW from tag,,,,,,,,,830.03,0,0
4045,830.04,30,4,0.19,1.45,,,1.7,0.7,,tag is 23cm NW,,,,,,,,,830.04,,
972,712,30,4,0.62,1.55,,,,,,,,,,,,,,,712,0,0
3080,712.01,30,4,0.62,1.55,,,,,,mini 12 NNW,,,,,,,,,712.01,0,0
971,839,30,4,0.11,1.74,,,,,,tag 10.5cm W,,,,,,,,,839,0,0
3421,839.01,30,4,0.11,1.74,,,,,,tag 16 SSE,,,,,,,,,839.01,,
3422,839.02,30,4,0.11,1.74,,,,,,tag 17.5 SSE,,,,,,,,,839.02,,
3423,839.03,30,4,0.11,1.74,,,,,,tag 18 SSE,,,,,,,,,839.03,,
3424,839.04,30,4,0.11,1.74,,,2.8,1,,tag 20 SSE,,,,,,,,,839.04,,
970,840,30,4,0.12,2.2,,,,,,tag 10.5 W,,,,,,,,,840,0,0
2950,840.01,30,4,0.12,2.2,,,,,,tag 5cm SSW,,,,,,,,,840.01,0,0
2951,840.02,30,4,0.12,2.2,,,,,,tag 6cm SSW,,,,,,,,,840.02,0,0
3605,840.03,30,4,0.12,2.2,,,,,,tag 8cm W,,,,,,,,,840.03,,
3606,840.04,30,4,0.12,2.2,1.4,1,1.1,1.1,,tag 8 W; 1cm S of 840.03,,,,,,,,,840.04,,
3607,840.05,30,4,0.12,2.2,1.4,1.2,2,1.5,,tag 9 W; 1cm S of 840.04,,,,,,,,,840.05,,
3608,840.06,30,4,0.12,2.2,0,0,0,0,,tag 9.5 W; ; 1cm S of 840.05,,,,,,,,,840.06,,
967,843,30,4,0,2.4,2.9,5.7,2.6,5.8,,tag 9cm SW,,,,,,,,,843,0,0
3615,843.01,30,4,0,2.4,1,0.8,1.8,1.2,,tag 3 NNW,,,,,,,,,843.01,,
3892,843.02,30,4,0,2.4,0.9,0.6,0.8,0.8,,tag 9 cm W,,,,,,,,,843.02,,
968,876,30,4,0.24,2.42,,,,,,tag 12cm SW,,,,,,,,,876,0,0
3609,876.01,30,4,0.24,2.42,,,,,,tag 14cm SE,,,,,,,,,876.01,,
3610,876.02,30,4,0.24,2.42,0.9,1,0,0,,tag 11cm W,dead,,,,,,,,876.02,,
964,834,30,4,0.88,2.53,0,0,0,0,,tag 12.5 WSW,,,,,,,,,834,0,0
3611,834.01,30,4,0.88,2.53,1.3,1.1,1.2,1.9,,tag 5 W,,,,,,,,,834.01,,
3612,834.02,30,4,0.88,2.53,1.5,1.6,1.6,2.2,,tag 14 NE; 16 NE,,,,,,,,,834.02,,
3613,834.03,30,4,0.88,2.53,2.1,2.5,2.2,2.9,,tag 39 ENE,,,,,,,,,834.03,,
3614,834.04,30,4,0.88,2.53,1.2,0.5,0,0,,tag 44cm ENE; tag 47 ENE,,,,,,,,,834.04,,
969,883,30,4,0.06,2.56,,,,,,"mini at 4:00, tag 5 W to mini",,,,,,,,,883,0,0
3081,883.01,30,4,0.06,2.56,,,,,,"tag 7 W, closer to 840",,,,,,,,,883.01,0,0
3082,883.02,30,4,0.06,2.56,0,0,0,0,,"tag 10 WSW, closer to 840",,,,,,,,,883.02,,
3891,883.03,30,4,0.06,2.56,1.4,1.2,1.1,1.4,,tag 5.5 cm SW,,,,,,,,,883.03,,
4046,883.04,30,4,0.06,2.56,,,1,1,1,tag is 8cm SW,,,,,,,,,883.04,,
4047,883.05,30,4,0.06,2.56,,,0.5,0.8,,tag is 5cm SSW,,,,,,,,,883.05,,
4048,883.06,30,4,0.06,2.56,,,0.9,1.1,,tag is 6cm SSE,,,,,,,,,883.06,,
965,846,30,4,-0.02,2.59,,,,,,"tag 13.5cm W, tag 14 W",,,,,,,,,846,0,0
966,846.01,30,4,-0.02,2.59,,,,,,"9 cm SE from pin, tag 11cm WNW, not found",,,,,,,,,846.01,0,0
2952,846.02,30,4,-0.02,2.59,2,4.8,2.2,5,,"tag 12cm NW, tag 13 WNW",,,,,,,,,846.02,0,0
3083,846.03,30,4,-0.02,2.59,,,,,,"tag 11 cm W, 12 o'clock",,,,,,,,,846.03,,
3425,846.04,30,4,-0.02,2.59,,,,,,tag 11cm SW,,,,,,,,,846.04,,
3893,846.05,30,4,-0.02,2.59,1.3,0.6,1.9,0.9,,tag 9.5 cm W,,,,,,,,,846.05,,
2559,1187,30,4,0.35,2.86,,,,,,tag 10cm ENE,,,,,,,,,1187,0,0
2949,1187.01,30,4,0.35,2.86,1.6,3.1,1.7,3.6,,tag 9.5cm ENE,same plant as 1187?,,,,,,,,1187.01,0,0
963,714,30,4,0.07,3.35,0,0,0,0,,tag 10.5 cm NW of cactus,dead,,,,,,,,714,0,0
960,752,30,4,0.49,3.5,2.5,3,3,3.1,,"S of tag, tag 11cm NW",fine,,,,,,,,752,0,0
961,752.01,30,4,0.49,3.5,0,0,0,0,,"8cm W of primary, tag 11cm N",dead,,,,,,,,752.01,0,0
962,752.02,30,4,0.49,3.5,1.5,2.5,1.6,2.6,,"N of .01, 7 cm from tag, tag 9.5cm N",pale,,,,,,,,752.02,0,0
946,716,30,4,0.35,3.79,3.7,5.5,4.1,5.3,,"15 cm S of tag, tag 19cm NNW,16SofTag",,,,,,,,,716,0,0
947,716.01,30,4,0.35,3.79,3,5,2.5,5.2,,"clockwise toward tag, tag 13cm NNW",,,,,,,,,716.01,0,0
948,716.02,30,4,0.35,3.79,4.5,6.4,3.7,6.7,,"W of primary, between 716 and .01, tag 17cm NNW",,,,,,,,,716.02,0,0
949,716.03,30,4,0.35,3.79,,,,,,"W of .01, tag 17.5cm NNW",,,,,,,,,716.03,0,0
950,716.04,30,4,0.35,3.79,,,,,,"1cm N of .01, 8 cm S of tag, tag 14.5cm NNW",,,,,,,,,716.04,0,0
951,716.05,30,4,0.35,3.79,0.9,1.8,1,1.8,,"1cm N of .01, X4now, 9cm S of tag, tag 11cm NW",,,,,,,,,716.05,0,0
952,716.06,30,4,0.35,3.79,1.1,1.5,0.7,1.5,,"1cm N of .01, 9 cm S of tag @1o'c, tag 10cm NW, SE of 05, tag10cmNW",,,,,,,,,716.06,0,0
953,716.07,30,4,0.35,3.79,,,,,,"SW of 06, tag 11.5 NW",,,,,,,,,716.07,0,0
954,716.08,30,4,0.35,3.79,0,0,0,0,,"N of .07, tag 10.3 NW",,,,,,,,,716.08,0,0
955,716.09,30,4,0.35,3.79,,,,,,"1cm N of .01; N of .01, 1cm away, tag 8.5cm WNW",,,,,,,,,716.09,0,0
956,716.1,30,4,0.35,3.79,,,,,,4cm E of .08; E 4CM OF .08,,,,,,,,,716.1,0,0
957,716.11,30,4,0.35,3.79,2,1.1,2.1,0.7,,"1cm NE of .01, tag 16cm NW",,,,,,,,,716.11,0,0
958,716.12,30,4,0.35,3.79,1.3,2.4,0.9,2.3,,"S of .01, NE of main - closest; S of .01, NE of mini, closest, tag 18.5cm NW",yellow,,,,,,,,716.12,0,0
959,716.13,30,4,0.35,3.79,1.4,2.4,0.8,1.7,,"E of primary, 2cm S of .12; 2cm S of .12, E of primary, tag 17cm NW, 10 cm NE of primary,17cmNW",yellow,,,,,,,,716.13,0,0
2323,716.14,30,4,0.35,3.79,1.3,1,0.8,0.9,,"between primary and .12 and .13, tag 18cm WNW, 7 cm NE of primary,18WNW",,,,,,,,,716.14,0,0
2560,716.15,30,4,0.35,3.79,1.6,2.8,1,2.1,,"36 cm E of pin, tag 38 E",,,,,,,,,716.15,0,0
3084,716.16,30,4,0.35,3.79,,,,,,tag 11 NNW,,,,,,,,,716.16,,
3616,716.17,30,4,0.35,3.79,,,,,,"tag 18cm NE, 9cm NE of primary",,,,,,,,,716.17,,
944,754,30,4,0.2,3.92,3.2,5.4,3.3,4.7,,tag 10cm NW,,,,,,,,,754,0,0
945,754.01,30,4,0.2,3.92,1.9,3.6,1.7,3.7,,tag 17.5cm NW,,,,,,,,,754.01,0,0
942,785,30,4,0,4.05,2.1,4.3,1.8,3.7,,"closest to tag, tag 9cm NW",,,,,,,,,785,0,0
943,785.01,30,4,0,4.05,2.7,5,2,5.2,,"S of primary, tag 12cm NW",,,,,,,,,785.01,0,0
940,862,30,4,0.21,4.35,,,0,0,,between nail and rebar,dead,,,,,,,,862,0,0
941,862.01,30,4,0.21,4.35,2.2,4.3,2.4,4.1,,"tag 9cm W, primary dead",,,,,,,,,862.01,0,0
1036,862.02,30,4,0.21,4.35,2.4,4.7,2.9,5.3,,"tag 10 N; 2cm N of dead, 10cm SW of nail; ",,,,,,,,,862.02,0,0
3426,862.03,30,4,0.21,4.35,0,0,2.9,4.2,,tag 21cm NW,,,,,,,,,862.03,,
3623,862.04,30,4,0.21,4.35,0.8,2,0,0,,tag 30cm W,,,,,,,,,862.04,,
3624,862.05,30,4,0.21,4.35,2.3,3.9,0,0,,tag 31cm S,,,,,,,,,862.05,,
937,866,30,4,0.82,4.72,2.7,4.9,2.5,4.4,7,"closest to nail, tag 6cm NE",,,,,,,,,866,0,0
938,866.01,30,4,0.82,4.72,3.9,5.4,3.1,5.4,,tag 8cm N,,,,,,,,,866.01,0,0
3427,866.02,30,4,0.82,4.72,0.4,0.7,0,0,,"tag 7cm ENE, 8.5",,,,,,,,,866.02,,
3618,866.03,30,4,0.82,4.72,0.6,0.7,0.8,0.7,,"tag 10cm NE, 4cm SSW from primary, 7NE",,,,,,,,,866.03,,
3619,866.04,30,4,0.82,4.72,0.9,0.7,0.7,0.7,,"tag 6cm NE, 3 cm SSW from primary, 5.5NE",,,,,,,,,866.04,,
3620,866.05,30,4,0.82,4.72,0.8,0.7,0.5,0.7,,"tag 8cm ENE, 4cm W from primary,6.5NE",,,,,,,,,866.05,,
3621,866.07,30,4,0.82,4.72,,,,,,tag 8 cm S,,,,,,,,,866.07,,
3622,866.08,30,4,0.82,4.72,1.1,0.9,0,0,,tag 21cm NE,,,,,,,,,866.08,,
3617,866.09,30,4,0.82,4.72,0.8,0.8,0.8,0.9,,"tag 11cm NE, SSW from primary",,,,,,,,,866.09,,
3625,866.1,30,4,0.82,4.72,0,0,1.5,1.6,,tag 77cm SSE,,,,,,,,,866.1,,
939,842,30,4,1,4.75,1.5,4.7,2.4,4.1,,tag 5cm N,,,,,,,,,842,0,0
931,864,30,4,0.9,5.85,3.2,7.5,3.9,7.1,7,"uphill from nail, tag 13cm SSW",,,,,,,,,864,0,0
932,864.01,30,4,0.9,5.85,4.4,5.4,3.2,5.1,,"closest to nail, downhill, tag 9cm NNE",,,,,,,,,864.01,0,0
933,864.02,30,4,0.9,5.85,5.4,7,2.8,5.2,,"adjacent to 01 to S, tag 14cm N",pale,,,,,,,,864.02,0,0
934,864.03,30,4,0.9,5.85,4.4,4.9,3,4.8,,"SW of 02, tag 17cm N",,,,,,,,,864.03,0,0
935,864.04,30,4,0.9,5.85,,,1.2,2,,tag 14cm N,,,,,,,,,864.04,0,0
936,864.05,30,4,0.9,5.85,2.4,2.4,1.9,2.3,,"SW from 04, tag 12cm N",,,,,,,,,864.05,0,0
3626,864.06,30,4,0.9,5.85,0.7,0.9,0,0,,"tag 10 WSW, S of primary",,,,,,,,,864.06,,
3627,864.07,30,4,0.9,5.85,0.7,0.5,0.9,0.7,,tag 4.5cm S,,,,,,,,,864.07,,
3894,864.08,30,4,0.9,5.85,1.3,1.6,1.3,1.8,,tag 54 cm ESE,,,,,,,,,864.08,,
3895,864.09,30,4,0.9,5.85,0.9,1.1,0.7,0.9,,"tag 35 cm SE, in rocks",,,,,,,,,864.09,,
3896,855,30,4,0,6.05,2.5,5.5,0,0,,tag 10 cm N,,,,,,,,,855,,
3897,855.01,30,4,0,6.05,0.6,0.5,0.7,0.6,,tag 10 cm NW,,,,,,,,,855.01,,
NEW,,30,4,,,,,,,,,,,,,,,,,,,
NEW,,30,4,,,,,,,,,,,,,,,,,,,
NEW,,30,4,,,,,,,,,,,,,,,,,,,
NEW,,30,4,,,,,,,,,,,,,,,,,,,
NEW,,30,4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 5   Pond,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
980,709,31,5,2.9,1.5,0,0,0,0,,"tag 11cm SW, tag 15 E",,,,,,,,,709,0,0
1467,709.01,31,5,2.9,1.5,,,,,,tag 12cm SW,,,,,,,,,709.01,0,0
2953,709.02,31,5,2.9,1.5,,,,,,tag 11cm SW,,,,,,,,,709.02,0,0
2954,709.03,31,5,2.9,1.5,0.9,0.6,0.9,0.6,,tag 12cm SW,,,,,,,,,709.03,0,0
2955,709.04,31,5,2.9,1.5,1.7,1.5,2,1.9,,tag 13.5cm SW,,,,,,,,,709.04,0,0
2956,709.05,31,5,2.9,1.5,1.7,1.9,2,2,,tag 14.5cm SW,,,,,,,,,709.05,0,0
3628,709.06,31,5,2.9,1.5,0,0,0,0,,tag 14.5cm SSE,,,,,,,,,709.06,,
3629,709.07,31,5,2.9,1.5,1.2,0.9,1.5,1.3,,tag 18cm SE; tag SE 19 cm,,,,,,,,,709.07,,
4050,709.08,31,5,2.9,1.5,,,0.9,0.5,,tag 13cm ESE,,,,,,,,,709.08,,
4051,709.09,31,5,2.9,1.5,,,0.5,0.5,,tag 13.5cm E,,,,,,,,,709.09,,
981,701,31,5,0.13,2.05,0,0,0,0,,"tag 12cm SW; next to 727, closest to tag",,,,,,,,,701,0,0
982,701.01,31,5,0.13,2.05,,,,,,tag 18.5cm SW; 3cm NW of primary,,,,,,,,,701.01,0,0
983,701.02,31,5,0.13,2.05,,,,,,tag 23.5cm SW; 5cm E of .01,,,,,,,,,701.02,0,0
984,701.03,31,5,0.13,2.05,,,,,,tag 23E of .02,,,,,,,,,701.03,0,0
985,727,31,5,0.05,2.15,,,,,,3 minis to the NW,,,,,,,,,727,0,0
986,727.01,31,5,0.05,2.15,,,,,,E of tag?; closest to tag,,,,,,,,,727.01,0,0
987,727.02,31,5,0.05,2.15,,,,,,1cm E of .01; dead,,,,,,,,,727.02,0,0
988,727.03,31,5,0.05,2.15,,,,,,1cm E of primary; NE of .2 ~2cm,,,,,,,,,727.03,0,0
989,727.04,31,5,0.05,2.15,,,,,,1.5 cm N,,,,,,,,,727.04,0,0
990,727.05,31,5,0.05,2.15,,,,,,tag 20cm WSW; N of primary; E of primary  1 cm,,,,,,,,,727.05,0,0
991,727.06,31,5,0.05,2.15,,,,,,"tag 21cm WSW; N of .5, S of…",,,,,,,,,727.06,0,0
2957,727.07,31,5,0.05,2.15,,,,,,tag 21cm W,,,,,,,,,727.07,0,0
4049,727.08,31,5,0.05,2.15,,,1.2,1.2,,tag 7cm SSE,,,,,,,,,727.08,,
992,836,31,5,0.48,2.75,0,0,0,0,,tag 10cm S,,,,,,,,,836,0,0
993,851,31,5,0.19,3.49,3.9,5.8,3.5,6.5,,tag 9cm NE,,,,,,,,,851,0,0
3630,851.01,31,5,0.19,3.49,2.1,3.8,1.6,4.5,,tag 27cm W,,,,,,,,,851.01,,
994,845,31,5,0.5,3.82,3.4,4.3,2.8,4.6,,tag 26cm NW; under rock; cactus under rock,,,,,,,,,845,0,0
2958,845.01,31,5,0.5,3.82,2,2.4,1.7,2.3,,tag 33cm NW,,,,,,,,,845.01,0,0
3631,845.02,31,5,0.5,3.82,2.5,1.3,1.3,1.9,,tag 18cmN,,,,,,,,,845.02,,
995,884,31,5,0.5,4.1,0,0,0,0,,,,,,,,,,,884,0,0
996,894,31,5,0.38,4.5,0,0,0,0,,tag 11 NE,,,,,,,,,894,0,0
997,894.01,31,5,0.38,4.5,0,0,0,0,,tag 22cm E,,,,,,,,,894.01,0,0
998,894.02,31,5,0.38,4.5,0,0,0,0,,tag 22.5cm E ; bud off E side,,,,,,,,,894.02,0,0
999,894.03,31,5,0.38,4.5,0,0,0,0,,tag 7cm NNW,,,,,,,,,894.03,0,0
1000,894.04,31,5,0.38,4.5,,,,,,tag 11cm NNW,,,,,,,,,894.04,0,0
1001,894.05,31,5,0.38,4.5,,,,,,20 cm SE of tag (24 cm),,,,,,,,,894.05,0,0
1002,863,31,5,0.61,4.75,,,,,,"8cm from nail, semicircle; 10.5cm from nail, semi-circle",,,,,,,,,863,0,0
1003,863.01,31,5,0.61,4.75,,,,,,13 cm SW of tag,,,,,,,,,863.01,0,0
1004,863.02,31,5,0.61,4.75,,,,,,"2cm SW clockwise, 15 cm SE of tag",,,,,,,,,863.02,0,0
1005,863.03,31,5,0.61,4.75,,,,,,clockwise,,,,,,,,,863.03,0,0
1006,863.04,31,5,0.61,4.75,,,,,,3cm E of .01; new 2012,,,,,,,,,863.04,0,0
1007,863.05,31,5,0.61,4.75,,,,,,2cm E of .02; 3cm E of .01,,,,,,,,,863.05,0,0
